time,station,land,year,month
1938.54,-0.03,-0.09,1938,7
1938.63,-0.03,-0.05,1938,8
1938.71,0.11,0.01,1938,9
1938.79,0.36,0.15,1938,10
1938.88,0.2,0.08,1938,11
1938.96,-0.01,-0.12,1938,12
1939.04,0.0,-0.04,1939,1
1939.13,-0.1,-0.06,1939,2
1939.21,-0.31,-0.17,1939,3
1939.29,-0.15,-0.1,1939,4
1939.38,0.02,-0.04,1939,5
1939.46,-0.06,-0.07,1939,6
1939.54,-0.09,-0.05,1939,7
1939.63,-0.22,-0.06,1939,8
1939.71,-0.08,-0.07,1939,9
1939.79,-0.08,-0.04,1939,10
1939.88,-0.09,0.08,1939,11
1939.96,0.38,0.43,1939,12
1940.04,-0.14,0.0,1940,1
1940.13,0.05,0.08,1940,2
1940.21,0.04,0.09,1940,3
1940.29,0.03,0.18,1940,4
1940.38,0.08,0.11,1940,5
1940.46,0.2,0.12,1940,6
1940.54,0.2,0.12,1940,7
1940.63,0.11,0.07,1940,8
1940.71,0.2,0.15,1940,9
1940.79,0.1,0.11,1940,10
1940.88,0.06,0.16,1940,11
1940.96,0.31,0.32,1940,12
1941.04,0.05,0.18,1941,1
1941.13,0.27,0.31,1941,2
1941.21,-0.04,0.1,1941,3
1941.29,0.03,0.16,1941,4
1941.38,0.14,0.17,1941,5
1941.46,0.15,0.13,1941,6
1941.54,0.27,0.22,1941,7
1941.63,0.07,0.15,1941,8
1941.71,-0.17,0.02,1941,9
1941.79,0.15,0.35,1941,10
1941.88,-0.05,0.23,1941,11
1941.96,0.05,0.22,1941,12
1942.04,0.19,0.29,1942,1
1942.13,-0.03,0.02,1942,2
1942.21,-0.05,0.06,1942,3
1942.29,-0.01,0.1,1942,4
1942.38,0.05,0.11,1942,5
1942.46,-0.01,0.05,1942,6
1942.54,0.06,0.0,1942,7
1942.63,0.1,-0.04,1942,8
1942.71,0.06,-0.03,1942,9
1942.79,0.03,0.02,1942,10
1942.88,0.16,0.1,1942,11
1942.96,0.11,0.12,1942,12
1943.04,-0.17,-0.01,1943,1
1943.13,0.09,0.18,1943,2
1943.21,-0.06,-0.03,1943,3
1943.29,0.05,0.11,1943,4
1943.38,-0.06,0.07,1943,5
1943.46,-0.05,-0.05,1943,6
1943.54,0.09,0.09,1943,7
1943.63,-0.18,0.01,1943,8
1943.71,0.04,0.06,1943,9
1943.79,0.27,0.23,1943,10
1943.88,0.06,0.2,1943,11
1943.96,0.18,0.24,1943,12
1944.04,0.33,0.36,1944,1
1944.13,0.1,0.25,1944,2
1944.21,0.08,0.26,1944,3
1944.29,-0.07,0.2,1944,4
1944.38,-0.1,0.2,1944,5
1944.46,-0.14,0.16,1944,6
1944.54,0.05,0.18,1944,7
1944.63,0.09,0.18,1944,8
1944.71,0.21,0.28,1944,9
1944.79,0.22,0.26,1944,10
1944.88,0.04,0.11,1944,11
1944.96,-0.18,0.04,1944,12
1945.04,0.01,0.1,1945,1
1945.13,-0.08,0.01,1945,2
1945.21,-0.06,0.06,1945,3
1945.29,0.14,0.2,1945,4
1945.38,-0.27,0.06,1945,5
1945.46,-0.26,0.01,1945,6
1945.54,-0.22,0.04,1945,7
1945.63,0.23,0.26,1945,8
1945.71,0.03,0.21,1945,9
1945.79,0.03,0.19,1945,10
1945.88,-0.09,0.07,1945,11
1945.96,-0.34,-0.06,1945,12
1946.04,-0.01,0.15,1946,1
1946.13,-0.04,0.03,1946,2
1946.21,-0.09,0.01,1946,3
1946.29,0.09,0.06,1946,4
1946.38,0.04,-0.07,1946,5
1946.46,-0.17,-0.21,1946,6
1946.54,0.08,-0.12,1946,7
1946.63,-0.11,-0.2,1946,8
1946.71,0.01,-0.07,1946,9
1946.79,-0.18,-0.07,1946,10
1946.88,-0.05,-0.05,1946,11
1946.96,-0.23,-0.31,1946,12
1947.04,-0.02,-0.06,1947,1
1947.13,0.04,-0.08,1947,2
1947.21,0.17,0.07,1947,3
1947.29,0.13,0.06,1947,4
1947.38,0.02,-0.01,1947,5
1947.46,-0.04,-0.02,1947,6
1947.54,0.07,-0.04,1947,7
1947.63,0.1,-0.07,1947,8
1947.71,0.07,-0.12,1947,9
1947.79,0.3,0.08,1947,10
1947.88,0.22,0.03,1947,11
1947.96,-0.1,-0.13,1947,12
1948.04,0.25,0.07,1948,1
1948.13,-0.08,-0.14,1948,2
1948.21,-0.21,-0.24,1948,3
1948.29,-0.08,-0.12,1948,4
1948.38,0.03,-0.01,1948,5
1948.46,0.1,-0.05,1948,6
1948.54,-0.08,-0.11,1948,7
1948.63,-0.07,-0.12,1948,8
1948.71,0.01,-0.14,1948,9
1948.79,0.06,-0.05,1948,10
1948.88,-0.12,-0.12,1948,11
1948.96,-0.16,-0.23,1948,12
1949.04,0.03,0.07,1949,1
1949.13,-0.29,-0.14,1949,2
1949.21,-0.09,-0.02,1949,3
1949.29,-0.25,-0.11,1949,4
1949.38,-0.17,-0.1,1949,5
1949.46,-0.22,-0.27,1949,6
1949.54,-0.06,-0.13,1949,7
1949.63,-0.14,-0.13,1949,8
1949.71,-0.05,-0.14,1949,9
1949.79,0.02,-0.07,1949,10
1949.88,-0.07,-0.1,1949,11
1949.96,-0.11,-0.18,1949,12
1950.04,-0.22,-0.26,1950,1
1950.13,-0.27,-0.27,1950,2
1950.21,-0.02,-0.07,1950,3
1950.29,-0.22,-0.21,1950,4
1950.38,-0.23,-0.11,1950,5
1950.46,-0.09,-0.05,1950,6
1950.54,-0.05,-0.08,1950,7
1950.63,-0.32,-0.16,1950,8
1950.71,-0.13,-0.11,1950,9
1950.79,-0.2,-0.2,1950,10
1950.88,-0.33,-0.34,1950,11
1950.96,-0.2,-0.21,1950,12
1951.04,-0.44,-0.34,1951,1
1951.13,-0.49,-0.41,1951,2
1951.21,-0.19,-0.2,1951,3
1951.29,-0.09,-0.14,1951,4
1951.38,-0.01,0.0,1951,5
1951.46,-0.18,-0.06,1951,6
1951.54,-0.17,-0.01,1951,7
1951.63,0.04,0.06,1951,8
1951.71,-0.04,0.05,1951,9
1951.79,0.03,0.08,1951,10
1951.88,0.0,-0.01,1951,11
1951.96,0.14,0.16,1951,12
1952.04,0.07,0.11,1952,1
1952.13,0.1,0.11,1952,2
1952.21,-0.16,-0.08,1952,3
1952.29,-0.05,0.03,1952,4
1952.38,-0.13,-0.03,1952,5
1952.46,-0.08,-0.03,1952,6
1952.54,0.07,0.04,1952,7
1952.63,0.11,0.05,1952,8
1952.71,0.12,0.07,1952,9
1952.79,-0.04,0.0,1952,10
1952.88,-0.2,-0.13,1952,11
1952.96,-0.05,-0.02,1952,12
1953.04,0.06,0.07,1953,1
1953.13,0.05,0.15,1953,2
1953.21,0.14,0.11,1953,3
1953.29,0.15,0.19,1953,4
1953.38,0.03,0.12,1953,5
1953.46,0.0,0.12,1953,6
1953.54,-0.08,0.01,1953,7
1953.63,0.09,0.05,1953,8
1953.71,0.09,0.05,1953,9
1953.79,0.07,0.08,1953,10
1953.88,0.03,-0.03,1953,11
1953.96,0.17,0.05,1953,12
1954.04,-0.27,-0.24,1954,1
1954.13,-0.04,-0.1,1954,2
1954.21,-0.09,-0.15,1954,3
1954.29,-0.13,-0.14,1954,4
1954.38,-0.19,-0.2,1954,5
1954.46,-0.21,-0.18,1954,6
1954.54,-0.26,-0.19,1954,7
1954.63,-0.24,-0.18,1954,8
1954.71,-0.18,-0.1,1954,9
1954.79,0.04,-0.02,1954,10
1954.88,0.18,0.08,1954,11
1954.96,-0.11,-0.18,1954,12
1955.04,0.21,0.14,1955,1
1955.13,-0.1,-0.16,1955,2
1955.21,-0.37,-0.32,1955,3
1955.29,-0.21,-0.22,1955,4
1955.38,-0.18,-0.2,1955,5
1955.46,-0.25,-0.14,1955,6
1955.54,-0.15,-0.11,1955,7
1955.63,0.12,0.02,1955,8
1955.71,-0.11,-0.11,1955,9
1955.79,-0.01,-0.05,1955,10
1955.88,-0.3,-0.25,1955,11
1955.96,-0.31,-0.28,1955,12
1956.04,-0.21,-0.13,1956,1
1956.13,-0.31,-0.24,1956,2
1956.21,-0.3,-0.21,1956,3
1956.29,-0.26,-0.28,1956,4
1956.38,-0.3,-0.29,1956,5
1956.46,-0.08,-0.15,1956,6
1956.54,-0.09,-0.09,1956,7
1956.63,-0.36,-0.26,1956,8
1956.71,-0.15,-0.19,1956,9
1956.79,-0.24,-0.23,1956,10
1956.88,-0.22,-0.14,1956,11
1956.96,-0.18,-0.06,1956,12
1957.04,-0.09,-0.09,1957,1
1957.13,-0.01,-0.03,1957,2
1957.21,-0.05,-0.05,1957,3
1957.29,0.03,0.0,1957,4
1957.38,0.02,0.09,1957,5
1957.46,0.18,0.16,1957,6
1957.54,-0.05,0.02,1957,7
1957.63,0.19,0.15,1957,8
1957.71,0.14,0.09,1957,9
1957.79,0.02,0.01,1957,10
1957.88,0.18,0.08,1957,11
1957.96,0.21,0.15,1957,12
1958.04,0.44,0.39,1958,1
1958.13,0.27,0.22,1958,2
1958.21,0.16,0.09,1958,3
1958.29,0.09,0.02,1958,4
1958.38,0.14,0.06,1958,5
1958.46,-0.21,-0.08,1958,6
1958.54,0.08,0.05,1958,7
1958.63,-0.11,-0.05,1958,8
1958.71,-0.09,-0.02,1958,9
1958.79,0.1,0.04,1958,10
1958.88,0.1,0.02,1958,11
1958.96,-0.07,0.01,1958,12
1959.04,0.04,0.08,1959,1
1959.13,0.06,0.07,1959,2
1959.21,0.23,0.18,1959,3
1959.29,0.24,0.16,1959,4
1959.38,0.0,0.04,1959,5
1959.46,0.1,0.03,1959,6
1959.54,0.05,0.03,1959,7
1959.63,0.01,-0.01,1959,8
1959.71,-0.16,-0.06,1959,9
1959.79,-0.08,-0.07,1959,10
1959.88,-0.07,-0.08,1959,11
1959.96,0.11,0.0,1959,12
1960.04,0.05,0.0,1960,1
1960.13,0.24,0.13,1960,2
1960.21,-0.51,-0.35,1960,3
1960.29,-0.24,-0.15,1960,4
1960.38,-0.15,-0.08,1960,5
1960.46,-0.03,-0.04,1960,6
1960.54,-0.13,-0.04,1960,7
1960.63,0.06,0.02,1960,8
1960.71,0.07,0.07,1960,9
1960.79,0.11,0.06,1960,10
1960.88,-0.09,-0.11,1960,11
1960.96,0.19,0.19,1960,12
1961.04,0.1,0.07,1961,1
1961.13,0.21,0.19,1961,2
1961.21,0.03,0.09,1961,3
1961.29,0.14,0.13,1961,4
1961.38,0.18,0.12,1961,5
1961.46,0.15,0.11,1961,6
1961.54,0.06,0.01,1961,7
1961.63,0.07,0.01,1961,8
1961.71,0.22,0.08,1961,9
1961.79,0.11,0.0,1961,10
1961.88,0.09,0.03,1961,11
1961.96,-0.16,-0.16,1961,12
1962.04,0.03,0.05,1962,1
1962.13,0.18,0.15,1962,2
1962.21,0.1,0.1,1962,3
1962.29,0.07,0.05,1962,4
1962.38,-0.12,-0.06,1962,5
1962.46,0.04,0.03,1962,6
1962.54,-0.12,0.02,1962,7
1962.63,-0.05,-0.01,1962,8
1962.71,0.01,0.0,1962,9
1962.79,0.05,0.01,1962,10
1962.88,0.11,0.06,1962,11
1962.96,0.0,-0.03,1962,12
1963.04,0.0,-0.03,1963,1
1963.13,0.22,0.18,1963,2
1963.21,-0.21,-0.14,1963,3
1963.29,-0.2,-0.07,1963,4
1963.38,-0.13,-0.06,1963,5
1963.46,0.04,0.05,1963,6
1963.54,0.04,0.06,1963,7
1963.63,0.18,0.23,1963,8
1963.71,0.24,0.18,1963,9
1963.79,0.14,0.15,1963,10
1963.88,0.09,0.15,1963,11
1963.96,-0.05,-0.03,1963,12
1964.04,-0.06,-0.09,1964,1
1964.13,-0.12,-0.1,1964,2
1964.21,-0.23,-0.21,1964,3
1964.29,-0.35,-0.32,1964,4
1964.38,-0.32,-0.25,1964,5
1964.46,-0.12,-0.04,1964,6
1964.54,-0.05,-0.04,1964,7
1964.63,-0.29,-0.22,1964,8
1964.71,-0.37,-0.29,1964,9
1964.79,-0.33,-0.31,1964,10
1964.88,-0.2,-0.21,1964,11
1964.96,-0.32,-0.3,1964,12
1965.04,-0.02,-0.08,1965,1
1965.13,-0.17,-0.17,1965,2
1965.21,-0.11,-0.13,1965,3
1965.29,-0.23,-0.19,1965,4
1965.38,-0.08,-0.12,1965,5
1965.46,-0.08,-0.08,1965,6
1965.54,-0.24,-0.13,1965,7
1965.63,-0.06,-0.04,1965,8
1965.71,-0.21,-0.15,1965,9
1965.79,-0.08,-0.05,1965,10
1965.88,-0.08,-0.06,1965,11
1965.96,-0.18,-0.08,1965,12
1966.04,-0.21,-0.19,1966,1
1966.13,-0.06,-0.04,1966,2
1966.21,0.14,0.03,1966,3
1966.29,-0.1,-0.13,1966,4
1966.38,-0.1,-0.12,1966,5
1966.46,-0.02,0.01,1966,6
1966.54,0.09,0.08,1966,7
1966.63,-0.1,-0.09,1966,8
1966.71,-0.04,-0.03,1966,9
1966.79,-0.27,-0.17,1966,10
1966.88,-0.01,-0.01,1966,11
1966.96,-0.06,-0.03,1966,12
1967.04,-0.05,-0.07,1967,1
1967.13,-0.25,-0.21,1967,2
1967.21,0.03,0.05,1967,3
1967.29,-0.08,-0.05,1967,4
1967.38,0.16,0.12,1967,5
1967.46,-0.1,-0.08,1967,6
1967.54,0.07,0.02,1967,7
1967.63,0.05,0.01,1967,8
1967.71,0.01,-0.06,1967,9
1967.79,0.13,0.09,1967,10
1967.88,0.04,-0.05,1967,11
1967.96,-0.02,-0.05,1967,12
1968.04,-0.24,-0.26,1968,1
1968.13,-0.17,-0.14,1968,2
1968.21,0.32,0.2,1968,3
1968.29,-0.11,-0.06,1968,4
1968.38,-0.2,-0.14,1968,5
1968.46,-0.16,-0.09,1968,6
1968.54,-0.15,-0.13,1968,7
1968.63,-0.07,-0.09,1968,8
1968.71,-0.27,-0.19,1968,9
1968.79,0.05,0.09,1968,10
1968.88,-0.1,-0.05,1968,11
1968.96,-0.22,-0.14,1968,12
1969.04,-0.14,-0.11,1969,1
1969.13,-0.3,-0.18,1969,2
1969.21,-0.08,0.01,1969,3
1969.29,0.1,0.17,1969,4
1969.38,0.17,0.18,1969,5
1969.46,0.06,0.03,1969,6
1969.54,-0.05,-0.04,1969,7
1969.63,-0.06,0.04,1969,8
1969.71,0.02,0.08,1969,9
1969.79,0.05,0.09,1969,10
1969.88,0.09,0.12,1969,11
1969.96,0.33,0.25,1969,12
1970.04,0.06,0.08,1970,1
1970.13,0.29,0.22,1970,2
1970.21,0.09,0.06,1970,3
1970.29,0.05,0.05,1970,4
1970.38,-0.05,-0.04,1970,5
1970.46,0.1,-0.03,1970,6
1970.54,0.15,0.01,1970,7
1970.63,-0.11,-0.1,1970,8
1970.71,0.16,0.12,1970,9
1970.79,0.06,0.03,1970,10
1970.88,0.03,0.02,1970,11
1970.96,-0.1,-0.12,1970,12
1971.04,-0.03,-0.03,1971,1
1971.13,-0.08,-0.15,1971,2
1971.21,-0.19,-0.18,1971,3
1971.29,-0.06,-0.07,1971,4
1971.38,-0.07,-0.05,1971,5
1971.46,-0.19,-0.17,1971,6
1971.54,-0.05,-0.08,1971,7
1971.63,0.06,-0.01,1971,8
1971.71,0.01,-0.06,1971,9
1971.79,0.03,-0.04,1971,10
1971.88,-0.13,-0.07,1971,11
1971.96,-0.07,-0.08,1971,12
1972.04,-0.28,-0.23,1972,1
1972.13,-0.32,-0.18,1972,2
1972.21,-0.06,0.02,1972,3
1972.29,-0.04,0.0,1972,4
1972.38,-0.02,-0.03,1972,5
1972.46,0.08,0.04,1972,6
1972.54,0.06,0.01,1972,7
1972.63,0.2,0.16,1972,8
1972.71,0.07,0.02,1972,9
1972.79,-0.04,0.08,1972,10
1972.88,-0.06,0.02,1972,11
1972.96,0.12,0.18,1972,12
1973.04,0.26,0.29,1973,1
1973.13,0.33,0.32,1973,2
1973.21,0.38,0.29,1973,3
1973.29,0.36,0.27,1973,4
1973.38,0.31,0.22,1973,5
1973.46,0.29,0.18,1973,6
1973.54,0.22,0.12,1973,7
1973.63,0.05,0.05,1973,8
1973.71,0.08,0.09,1973,9
1973.79,0.13,0.1,1973,10
1973.88,0.09,0.04,1973,11
1973.96,-0.01,-0.07,1973,12
1974.04,-0.02,-0.1,1974,1
1974.13,-0.23,-0.27,1974,2
1974.21,-0.01,-0.05,1974,3
1974.29,-0.1,-0.12,1974,4
1974.38,-0.01,-0.04,1974,5
1974.46,0.03,-0.05,1974,6
1974.54,0.0,-0.03,1974,7
1974.63,0.12,0.1,1974,8
1974.71,-0.09,-0.08,1974,9
1974.79,-0.04,-0.06,1974,10
1974.88,-0.08,-0.08,1974,11
1974.96,-0.02,-0.08,1974,12
1975.04,0.11,0.1,1975,1
1975.13,0.13,0.08,1975,2
1975.21,0.15,0.12,1975,3
1975.29,0.04,0.04,1975,4
1975.38,0.25,0.16,1975,5
1975.46,0.02,-0.01,1975,6
1975.54,0.06,-0.01,1975,7
1975.63,-0.21,-0.17,1975,8
1975.71,-0.02,-0.03,1975,9
1975.79,-0.05,-0.11,1975,10
1975.88,-0.12,-0.17,1975,11
1975.96,-0.21,-0.17,1975,12
1976.04,-0.03,-0.03,1976,1
1976.13,-0.1,-0.06,1976,2
1976.21,-0.34,-0.22,1976,3
1976.29,-0.21,-0.07,1976,4
1976.38,-0.19,-0.21,1976,5
1976.46,-0.15,-0.12,1976,6
1976.54,-0.18,-0.1,1976,7
1976.63,-0.22,-0.12,1976,8
1976.71,-0.13,-0.07,1976,9
1976.79,-0.36,-0.24,1976,10
1976.88,-0.23,-0.06,1976,11
1976.96,-0.03,0.11,1976,12
1977.04,0.13,0.18,1977,1
1977.13,0.24,0.22,1977,2
1977.21,0.3,0.24,1977,3
1977.29,0.3,0.26,1977,4
1977.38,0.33,0.33,1977,5
1977.46,0.34,0.27,1977,6
1977.54,0.27,0.2,1977,7
1977.63,0.3,0.18,1977,8
1977.71,-0.1,0.02,1977,9
1977.79,-0.02,0.03,1977,10
1977.88,0.21,0.16,1977,11
1977.96,0.12,0.03,1977,12
1978.04,0.1,0.06,1978,1
1978.13,0.15,0.1,1978,2
1978.21,0.24,0.19,1978,3
1978.29,0.29,0.17,1978,4
1978.38,0.24,0.09,1978,5
1978.46,0.0,-0.01,1978,6
1978.54,0.2,0.04,1978,7
1978.63,-0.15,-0.13,1978,8
1978.71,0.13,0.06,1978,9
1978.79,0.04,0.03,1978,10
1978.88,0.1,0.14,1978,11
1978.96,0.08,0.08,1978,12
1979.04,0.09,0.08,1979,1
1979.13,-0.13,-0.1,1979,2
1979.21,0.24,0.19,1979,3
1979.29,0.23,0.15,1979,4
1979.38,-0.02,0.04,1979,5
1979.46,0.18,0.14,1979,6
1979.54,0.03,0.04,1979,7
1979.63,0.14,0.16,1979,8
1979.71,0.26,0.25,1979,9
1979.79,0.26,0.26,1979,10
1979.88,0.28,0.28,1979,11
1979.96,0.51,0.48,1979,12
1980.04,0.34,0.3,1980,1
1980.13,0.38,0.39,1980,2
1980.21,0.37,0.3,1980,3
1980.29,0.37,0.3,1980,4
1980.38,0.46,0.35,1980,5
1980.46,0.23,0.2,1980,6
1980.54,0.3,0.22,1980,7
1980.63,0.25,0.18,1980,8
1980.71,0.33,0.2,1980,9
1980.79,0.16,0.13,1980,10
1980.88,0.27,0.29,1980,11
1980.96,0.18,0.21,1980,12
1981.04,0.59,0.53,1981,1
1981.13,0.53,0.42,1981,2
1981.21,0.64,0.48,1981,3
1981.29,0.48,0.32,1981,4
1981.38,0.32,0.24,1981,5
1981.46,0.32,0.29,1981,6
1981.54,0.46,0.32,1981,7
1981.63,0.53,0.35,1981,8
1981.71,0.23,0.15,1981,9
1981.79,0.05,0.12,1981,10
1981.88,0.21,0.23,1981,11
1981.96,0.45,0.41,1981,12
1982.04,0.02,0.05,1982,1
1982.13,0.23,0.15,1982,2
1982.21,0.01,0.03,1982,3
1982.29,0.08,0.15,1982,4
1982.38,0.26,0.18,1982,5
1982.46,0.01,0.05,1982,6
1982.54,0.19,0.15,1982,7
1982.63,0.01,0.03,1982,8
1982.71,0.04,0.14,1982,9
1982.79,-0.02,0.13,1982,10
1982.88,0.16,0.18,1982,11
1982.96,0.37,0.43,1982,12
1983.04,0.47,0.53,1983,1
1983.13,0.42,0.43,1983,2
1983.21,0.45,0.41,1983,3
1983.29,0.34,0.27,1983,4
1983.38,0.44,0.34,1983,5
1983.46,0.25,0.22,1983,6
1983.54,0.18,0.18,1983,7
1983.63,0.45,0.35,1983,8
1983.71,0.51,0.37,1983,9
1983.79,0.21,0.17,1983,10
1983.88,0.29,0.3,1983,11
1983.96,0.17,0.16,1983,12
1984.04,0.24,0.31,1984,1
1984.13,0.09,0.14,1984,2
1984.21,0.32,0.26,1984,3
1984.29,0.09,0.06,1984,4
1984.38,0.46,0.33,1984,5
1984.46,-0.02,0.02,1984,6
1984.54,0.17,0.19,1984,7
1984.63,0.27,0.19,1984,8
1984.71,0.23,0.21,1984,9
1984.79,0.15,0.14,1984,10
1984.88,0.1,0.07,1984,11
1984.96,-0.02,-0.04,1984,12
1985.04,0.28,0.22,1985,1
1985.13,0.04,-0.04,1985,2
1985.21,0.21,0.17,1985,3
1985.29,0.18,0.12,1985,4
1985.38,0.11,0.14,1985,5
1985.46,0.22,0.15,1985,6
1985.54,0.03,0.04,1985,7
1985.63,0.32,0.16,1985,8
1985.71,0.19,0.13,1985,9
1985.79,0.1,0.11,1985,10
1985.88,0.02,0.05,1985,11
1985.96,0.08,0.14,1985,12
1986.04,0.34,0.26,1986,1
1986.13,0.47,0.37,1986,2
1986.21,0.38,0.3,1986,3
1986.29,0.35,0.22,1986,4
1986.38,0.28,0.21,1986,5
1986.46,0.1,0.12,1986,6
1986.54,0.1,0.11,1986,7
1986.63,0.24,0.16,1986,8
1986.71,0.0,0.03,1986,9
1986.79,0.11,0.15,1986,10
1986.88,0.06,0.1,1986,11
1986.96,0.12,0.13,1986,12
1987.04,0.33,0.32,1987,1
1987.13,0.48,0.43,1987,2
1987.21,0.23,0.18,1987,3
1987.29,0.36,0.24,1987,4
1987.38,0.25,0.25,1987,5
1987.46,0.49,0.35,1987,6
1987.54,0.48,0.4,1987,7
1987.63,0.17,0.25,1987,8
1987.71,0.29,0.35,1987,9
1987.79,0.36,0.32,1987,10
1987.88,0.33,0.29,1987,11
1987.96,0.51,0.46,1987,12
1988.04,0.61,0.56,1988,1
1988.13,0.47,0.44,1988,2
1988.21,0.6,0.51,1988,3
1988.29,0.46,0.42,1988,4
1988.38,0.6,0.44,1988,5
1988.46,0.51,0.4,1988,6
1988.54,0.41,0.33,1988,7
1988.63,0.45,0.39,1988,8
1988.71,0.49,0.37,1988,9
1988.79,0.51,0.38,1988,10
1988.88,0.15,0.12,1988,11
1988.96,0.31,0.29,1988,12
1989.04,0.17,0.12,1989,1
1989.13,0.35,0.3,1989,2
1989.21,0.39,0.36,1989,3
1989.29,0.36,0.29,1989,4
1989.38,0.17,0.17,1989,5
1989.46,0.13,0.15,1989,6
1989.54,0.45,0.34,1989,7
1989.63,0.44,0.33,1989,8
1989.71,0.46,0.34,1989,9
1989.79,0.38,0.29,1989,10
1989.88,0.2,0.19,1989,11
1989.96,0.4,0.37,1989,12
1990.04,0.5,0.41,1990,1
1990.13,0.45,0.43,1990,2
1990.21,0.91,0.8,1990,3
1990.29,0.63,0.56,1990,4
1990.38,0.49,0.45,1990,5
1990.46,0.4,0.37,1990,6
1990.54,0.67,0.45,1990,7
1990.63,0.45,0.34,1990,8
1990.71,0.19,0.23,1990,9
1990.79,0.56,0.44,1990,10
1990.88,0.56,0.46,1990,11
1990.96,0.47,0.4,1990,12
1991.04,0.49,0.42,1991,1
1991.13,0.6,0.49,1991,2
1991.21,0.45,0.35,1991,3
1991.29,0.66,0.51,1991,4
1991.38,0.37,0.34,1991,5
1991.46,0.62,0.53,1991,6
1991.54,0.58,0.47,1991,7
1991.63,0.53,0.39,1991,8
1991.71,0.52,0.44,1991,9
1991.79,0.31,0.28,1991,10
1991.88,0.29,0.29,1991,11
1991.96,0.3,0.32,1991,12
1992.04,0.54,0.47,1992,1
1992.13,0.38,0.4,1992,2
1992.21,0.54,0.48,1992,3
1992.29,0.27,0.27,1992,4
1992.38,0.24,0.31,1992,5
1992.46,0.29,0.25,1992,6
1992.54,0.0,0.08,1992,7
1992.63,0.12,0.08,1992,8
1992.71,-0.08,-0.01,1992,9
1992.79,0.02,0.06,1992,10
1992.88,0.0,0.02,1992,11
1992.96,0.24,0.21,1992,12
1993.04,0.31,0.34,1993,1
1993.13,0.36,0.37,1993,2
1993.21,0.32,0.36,1993,3
1993.29,0.31,0.27,1993,4
1993.38,0.27,0.28,1993,5
1993.46,0.19,0.22,1993,6
1993.54,0.32,0.25,1993,7
1993.63,0.17,0.11,1993,8
1993.71,0.13,0.11,1993,9
1993.79,0.26,0.22,1993,10
1993.88,0.06,0.03,1993,11
1993.96,0.25,0.18,1993,12
1994.04,0.37,0.26,1994,1
1994.13,0.08,0.02,1994,2
1994.21,0.28,0.29,1994,3
1994.29,0.53,0.41,1994,4
1994.38,0.25,0.27,1994,5
1994.46,0.56,0.43,1994,6
1994.54,0.38,0.3,1994,7
1994.63,0.27,0.21,1994,8
1994.71,0.4,0.31,1994,9
1994.79,0.42,0.42,1994,10
1994.88,0.49,0.44,1994,11
1994.96,0.47,0.38,1994,12
1995.04,0.56,0.52,1995,1
1995.13,0.92,0.79,1995,2
1995.21,0.5,0.46,1995,3
1995.29,0.56,0.46,1995,4
1995.38,0.39,0.27,1995,5
1995.46,0.53,0.43,1995,6
1995.54,0.62,0.45,1995,7
1995.63,0.58,0.45,1995,8
1995.71,0.45,0.33,1995,9
1995.79,0.64,0.47,1995,10
1995.88,0.49,0.44,1995,11
1995.96,0.33,0.25,1995,12
1996.04,0.38,0.24,1996,1
1996.13,0.56,0.45,1996,2
1996.21,0.44,0.32,1996,3
1996.29,0.44,0.33,1996,4
1996.38,0.35,0.27,1996,5
1996.46,0.37,0.28,1996,6
1996.54,0.56,0.36,1996,7
1996.63,0.73,0.48,1996,8
1996.71,0.41,0.25,1996,9
1996.79,0.34,0.19,1996,10
1996.88,0.46,0.38,1996,11
1996.96,0.48,0.37,1996,12
1997.04,0.46,0.3,1997,1
1997.13,0.57,0.4,1997,2
1997.21,0.6,0.51,1997,3
1997.29,0.33,0.33,1997,4
1997.38,0.39,0.34,1997,5
1997.46,0.69,0.54,1997,6
1997.54,0.32,0.33,1997,7
1997.63,0.45,0.41,1997,8
1997.71,0.49,0.52,1997,9
1997.79,0.61,0.6,1997,10
1997.88,0.72,0.64,1997,11
1997.96,0.7,0.59,1997,12
1998.04,0.7,0.58,1998,1
1998.13,1.16,0.87,1998,2
1998.21,0.83,0.63,1998,3
1998.29,0.77,0.63,1998,4
1998.38,0.9,0.67,1998,5
1998.46,1.02,0.77,1998,6
1998.54,0.88,0.65,1998,7
1998.63,0.86,0.65,1998,8
1998.71,0.6,0.41,1998,9
1998.79,0.62,0.41,1998,10
1998.88,0.6,0.43,1998,11
1998.96,0.79,0.54,1998,12
1999.04,0.73,0.48,1999,1
1999.13,0.86,0.63,1999,2
1999.21,0.45,0.32,1999,3
1999.29,0.39,0.32,1999,4
1999.38,0.43,0.26,1999,5
1999.46,0.59,0.36,1999,6
1999.54,0.65,0.38,1999,7
1999.63,0.55,0.31,1999,8
1999.71,0.63,0.38,1999,9
1999.79,0.54,0.33,1999,10
1999.88,0.55,0.37,1999,11
1999.96,0.47,0.41,1999,12
2000.04,0.28,0.24,2000,1
2000.13,0.76,0.55,2000,2
2000.21,0.65,0.55,2000,3
2000.29,0.72,0.56,2000,4
2000.38,0.5,0.35,2000,5
2000.46,0.65,0.4,2000,6
2000.54,0.6,0.39,2000,7
2000.63,0.62,0.42,2000,8
2000.71,0.55,0.38,2000,9
2000.79,0.33,0.26,2000,10
2000.88,0.46,0.3,2000,11
